"loan_id","customer_id","gender","age","income","loan_amount","loan_status","credit_history","application_date","defaulted"
"1079","5079","M","25","105000.0","130000.0","Rejected","1","2020-01-03 03:14:50.212255306","0"
"1080","5080","M","64","95000.0","270000.0","Approved","1","2020-01-03 03:54:15.471386784","0"
"1081","5081","F","36","20000.0","190000.0","Rejected","0","2020-01-03 04:33:40.730518262","1"
"1082","5082","F","40","35000.0","80000.0","Rejected","0","2020-01-03 05:13:05.989649741","1"
"1083","5083","M","56","65000.0","70000.0","Approved","0","2020-01-03 05:52:31.248781219","1"
"1084","5084","M","51","85000.0","210000.0","Approved","0","2020-01-03 06:31:56.507912697","1"
"1085","5085","M","61","90000.0","90000.0","Rejected","0","2020-01-03 07:11:21.767044176","1"
"1086","5086","M","39","100000.0","100000.0","Approved","0","2020-01-03 07:50:47.026175654","1"
"1087","5087","F","37","25000.0","200000.0","Approved","0","2020-01-03 08:30:12.285307132","1"
"1088","5088","F","22","20000.0","280000.0","Approved","1","2020-01-03 09:09:37.544438610","0"
"1089","5089","F","41","80000.0","180000.0","Approved","1","2020-01-03 09:49:02.803570089","0"
"1090","5090","M","53","90000.0","170000.0","Approved","0","2020-01-03 10:28:28.062701567","1"
"1091","5091","M","34","100000.0","270000.0","Approved","1","2020-01-03 11:07:53.321833045","0"
"1092","5092","F","41","35000.0","120000.0","Rejected","0","2020-01-03 11:47:18.580964524","1"
"1093","5093","F","30","115000.0","50000.0","Rejected","1","2020-01-03 12:26:43.840096002","0"
"1094","5094","F","56","40000.0","190000.0","Rejected","1","2020-01-03 13:06:09.099227480","0"
"1095","5095","F","23","45000.0","80000.0","Approved","0","2020-01-03 13:45:34.358358959","1"
"1096","5096","F","52","35000.0","60000.0","Approved","0","2020-01-03 14:24:59.617490437","1"
"1097","5097","F","38","20000.0","70000.0","Approved","0","2020-01-03 15:04:24.876621915","1"
"1098","5098","M","22","100000.0","70000.0","Rejected","0","2020-01-03 15:43:50.135753393","1"
"1099","5099","M","59","20000.0","210000.0","Approved","0","2020-01-03 16:23:15.394884872","1"
"1100","5100","M","43","65000.0","200000.0","Rejected","0","2020-01-03 17:02:40.654016350","1"
"1101","5101","M","48","25000.0","130000.0","Rejected","0","2020-01-03 17:42:05.913147828","1"
"1102","5102","F","54","20000.0","110000.0","Approved","1","2020-01-03 18:21:31.172279307","0"
"1103","5103","M","50","115000.0","50000.0","Rejected","0","2020-01-03 19:00:56.431410785","1"
"1104","5104","F","54","105000.0","90000.0","pending","1","2020-01-03 19:40:21.690542263","0"
"1105","5105","F","55","60000.0","190000.0","Rejected","0","2020-01-03 20:19:46.949673741","1"
"1106","5106","M","47","65000.0","190000.0","Rejected","1","2020-01-03 20:59:12.208805220","0"
"1107","5107","M","37","105000.0","230000.0","Rejected","0","2020-01-03 21:38:37.467936698","1"
"1108","5108","F","32","100000.0","50000.0","Rejected","0","2020-01-03 22:18:02.727068176","1"
"1109","5109","M","61","90000.0","250000.0","Approved","1","2020-01-03 22:57:27.986199655","0"
"1110","5110","M","64","75000.0","190000.0","Rejected","-1","2020-01-03 23:36:53.245331133","-1"
"1111","5111","M","37","80000.0","120000.0","Rejected","1","2020-01-04 00:16:18.504462611","0"
"1112","5112","M","26","60000.0","160000.0","Rejected","1","2020-01-04 00:55:43.763594089","0"
"1113","5113","F","31","70000.0","250000.0","Approved","1","2020-01-04 01:35:09.022725568","0"
"1114","5114","F","51","75000.0","170000.0","Approved","1","2020-01-04 02:14:34.281857046","0"
"1115","5115","F","28","105000.0","230000.0","pending","1","2020-01-04 02:53:59.540988524","0"
"1116","5116","F","56","40000.0","150000.0","Rejected","0","2020-01-04 03:33:24.800120003","1"
"1117","5117","F","62","45000.0","190000.0","Rejected","0","2020-01-04 04:12:50.059251481","1"
"1118","5118","M","64","40000.0","260000.0","Rejected","0","2020-01-04 04:52:15.318382959","1"
"1119","5119","F","21","75000.0","170000.0","Rejected","1","2020-01-04 05:31:40.577514437","0"
"1120","5120","F","64","90000.0","190000.0","Rejected","0","2020-01-04 06:11:05.836645916","1"
"1121","5121","F","54","40000.0","150000.0","Approved","1","2020-01-04 06:50:31.095777394","0"
"1122","5122","F","24","85000.0","90000.0","Rejected","1","2020-01-04 07:29:56.354908872","0"
"1123","5123","M","39","80000.0","0.0","Rejected","1","2020-01-04 08:09:21.614040351","0"
"1124","5124","M","52","50000.0","50000.0","Approved","0","2020-01-04 08:48:46.873171829","1"
"1125","5125","M","64","40000.0","80000.0","Rejected","1","2020-01-04 09:28:12.132303307","0"
"1126","5126","M","28","110000.0","230000.0","Approved","1","2020-01-04 10:07:37.391434785","0"
"1127","5127","F","26","75000.0","240000.0","Rejected","0","2020-01-04 10:47:02.650566264","1"
"1128","5128","F","42","90000.0","90000.0","Approved","0","2020-01-04 11:26:27.909697742","1"
"1129","5129","M","64","115000.0","210000.0","Rejected","0","2020-01-04 12:05:53.168829220","1"
"1130","5130","F","21","40000.0","270000.0","Rejected","0","2020-01-04 12:45:18.427960699","1"
"1131","5131","M","31","55000.0","250000.0","Rejected","-1","2020-01-04 13:24:43.687092177","-1"
"1132","5132","M","35","60000.0","50000.0","Rejected","0","2020-01-04 14:04:08.946223655","1"
"1133","5133","M","62","40000.0","60000.0","Rejected","1","2020-01-04 14:43:34.205355133","0"
"1134","5134","M","54","105000.0","170000.0","pending","-1","2020-01-04 15:22:59.464486612","-1"
"1135","5135","F","21","25000.0","140000.0","Approved","0","2020-01-04 16:02:24.723618090","1"
"1136","5136","M","61","40000.0","70000.0","Approved","1","2020-01-04 16:41:49.982749568","0"
"1137","5137","F","30","35000.0","90000.0","Approved","0","2020-01-04 17:21:15.241881047","1"
"1138","5138","F","55","115000.0","290000.0","Rejected","0","2020-01-04 18:00:40.501012525","1"
"1139","5139","M","23","80000.0","140000.0","Rejected","1","2020-01-04 18:40:05.760144003","0"
"1140","5140","unknown","58","90000.0","100000.0","Rejected","1","2020-01-04 19:19:31.019275481","0"
"1141","5141","unknown","48","30000.0","90000.0","pending","0","2020-01-04 19:58:56.278406960","1"
"1142","5142","M","64","40000.0","200000.0","Rejected","0","2020-01-04 20:38:21.537538438","1"
"1143","5143","F","64","100000.0","160000.0","Rejected","1","2020-01-04 21:17:46.796669916","0"
"1144","5144","M","23","75000.0","130000.0","Approved","1","2020-01-04 21:57:12.055801395","0"
"1145","5145","M","28","20000.0","140000.0","Approved","0","2020-01-04 22:36:37.314932873","1"
"1146","5146","M","42","75000.0","100000.0","Rejected","0","2020-01-04 23:16:02.574064351","1"
"1147","5147","F","60","65000.0","240000.0","Approved","0","2020-01-04 23:55:27.833195829","1"
"1148","5148","F","57","35000.0","240000.0","Rejected","1","2020-01-05 00:34:53.092327308","0"
"1149","5149","M","64","80000.0","50000.0","Rejected","0","2020-01-05 01:14:18.351458786","1"
"1150","5150","M","49","35000.0","100000.0","Approved","1","2020-01-05 01:53:43.610590264","0"
"1151","5151","F","32","100000.0","60000.0","Approved","1","2020-01-05 02:33:08.869721743","0"
"1152","5152","M","22","80000.0","70000.0","Approved","1","2020-01-05 03:12:34.128853221","0"
"1153","5153","M","31","105000.0","290000.0","Rejected","1","2020-01-05 03:51:59.387984699","0"
"1154","5154","F","51","60000.0","160000.0","pending","1","2020-01-05 04:31:24.647116177","0"
"1155","5155","unknown","63","70000.0","100000.0","Rejected","0","2020-01-05 05:10:49.906247656","1"
"1156","5156","M","35","95000.0","290000.0","Rejected","0","2020-01-05 05:50:15.165379134","1"
"1157","5157","F","60","75000.0","170000.0","Approved","1","2020-01-05 06:29:40.424510612","0"
"1158","5158","F","38","75000.0","220000.0","Rejected","1","2020-01-05 07:09:05.683642091","0"
"1159","5159","M","34","75000.0","290000.0","Rejected","1","2020-01-05 07:48:30.942773569","0"
"1160","5160","F","44","70000.0","280000.0","Approved","1","2020-01-05 08:27:56.201905047","0"
"1161","5161","M","41","100000.0","290000.0","Rejected","1","2020-01-05 09:07:21.461036525","0"
"1162","5162","F","62","70000.0","260000.0","Rejected","1","2020-01-05 09:46:46.720168004","0"
"1163","5163","F","42","110000.0","230000.0","Rejected","1","2020-01-05 10:26:11.979299482","0"
"1164","5164","F","33","100000.0","100000.0","Rejected","1","2020-01-05 11:05:37.238430960","0"
"1165","5165","M","59","90000.0","90000.0","Rejected","0","2020-01-05 11:45:02.497562439","1"
"1166","5166","F","21","110000.0","140000.0","Approved","0","2020-01-05 12:24:27.756693917","1"
"1167","5167","M","50","75000.0","280000.0","Rejected","0","2020-01-05 13:03:53.015825395","1"
"1168","5168","M","32","100000.0","110000.0","Rejected","-1","2020-01-05 13:43:18.274956873","-1"
"1169","5169","M","31","40000.0","100000.0","Rejected","0","2020-01-05 14:22:43.534088352","1"
"1170","5170","F","23","25000.0","190000.0","Approved","1","2020-01-05 15:02:08.793219830","0"
"1171","5171","F","24","90000.0","100000.0","Approved","0","2020-01-05 15:41:34.052351308","1"
"1172","5172","M","62","50000.0","190000.0","Rejected","1","2020-01-05 16:20:59.311482787","0"
"1173","5173","F","25","85000.0","210000.0","Rejected","0","2020-01-05 17:00:24.570614265","1"
"1174","5174","M","42","25000.0","140000.0","pending","0","2020-01-05 17:39:49.829745743","1"
"1175","5175","F","52","115000.0","160000.0","Rejected","0","2020-01-05 18:19:15.088877221","1"
"1176","5176","M","59","70000.0","170000.0","Rejected","0","2020-01-05 18:58:40.348008700","1"
"1177","5177","F","28","20000.0","80000.0","pending","1","2020-01-05 19:38:05.607140178","0"
"1178","5178","M","40","65000.0","70000.0","Rejected","0","2020-01-05 20:17:30.866271656","1"
"1179","5179","F","32","100000.0","80000.0","pending","0","2020-01-05 20:56:56.125403135","1"
"1180","5180","M","32","105000.0","240000.0","Approved","0","2020-01-05 21:36:21.384534613","1"
"1181","5181","M","34","65000.0","240000.0","Approved","1","2020-01-05 22:15:46.643666091","0"
"1182","5182","M","47","30000.0","160000.0","Rejected","0","2020-01-05 22:55:11.902797569","1"
"1183","5183","F","21","110000.0","50000.0","Approved","1","2020-01-05 23:34:37.161929048","0"
"1184","5184","F","39","25000.0","50000.0","Approved","1","2020-01-06 00:14:02.421060526","0"
"1185","5185","M","29","25000.0","290000.0","Approved","1","2020-01-06 00:53:27.680192004","0"
"1186","5186","F","64","25000.0","100000.0","Approved","0","2020-01-06 01:32:52.939323483","1"
"1187","5187","F","47","75000.0","90000.0","Rejected","0","2020-01-06 02:12:18.198454961","1"
"1188","5188","F","60","75000.0","70000.0","Approved","1","2020-01-06 02:51:43.457586439","0"
"1189","5189","F","29","80000.0","230000.0","Approved","1","2020-01-06 03:31:08.716717918","0"
"1190","5190","M","57","50000.0","230000.0","Approved","1","2020-01-06 04:10:33.975849396","0"
"1191","5191","M","39","25000.0","290000.0","Rejected","1","2020-01-06 04:49:59.234980874","0"
"1192","5192","F","29","75000.0","260000.0","Rejected","1","2020-01-06 05:29:24.494112352","0"
"1193","5193","F","55","35000.0","50000.0","Approved","1","2020-01-06 06:08:49.753243831","0"
"1194","5194","F","55","55000.0","250000.0","Rejected","1","2020-01-06 06:48:15.012375309","0"
"1195","5195","M","21","80000.0","290000.0","Rejected","1","2020-01-06 07:27:40.271506787","0"
"1196","5196","M","56","40000.0","180000.0","Rejected","0","2020-01-06 08:07:05.530638266","1"
"1197","5197","F","27","75000.0","90000.0","Approved","1","2020-01-06 08:46:30.789769744","0"
"1198","5198","F","35","90000.0","100000.0","Rejected","1","2020-01-06 09:25:56.048901222","0"
"1199","5199","F","41","25000.0","260000.0","Approved","0","2020-01-06 10:05:21.308032700","1"
"1200","5200","F","26","80000.0","290000.0","Approved","0","2020-01-06 10:44:46.567164179","1"
"1201","5201","F","56","70000.0","290000.0","Approved","0","2020-01-06 11:24:11.826295657","1"
"1202","5202","M","44","30000.0","170000.0","Approved","0","2020-01-06 12:03:37.085427135","1"
"1203","5203","M","63","90000.0","200000.0","Rejected","1","2020-01-06 12:43:02.344558614","0"
"1204","5204","F","47","50000.0","220000.0","Rejected","1","2020-01-06 13:22:27.603690092","0"
"1205","5205","F","44","35000.0","150000.0","Rejected","1","2020-01-06 14:01:52.862821570","0"
"1206","5206","M","24","45000.0","290000.0","Rejected","1","2020-01-06 14:41:18.121953048","0"
"1207","5207","M","27","75000.0","260000.0","Rejected","1","2020-01-06 15:20:43.381084527","0"
"1208","5208","F","59","75000.0","80000.0","Approved","1","2020-01-06 16:00:08.640216005","0"
"1209","5209","M","21","35000.0","80000.0","Rejected","1","2020-01-06 16:39:33.899347483","0"
"1210","5210","M","39","115000.0","190000.0","Rejected","1","2020-01-06 17:18:59.158478962","0"
"1211","5211","F","57","50000.0","180000.0","pending","1","2020-01-06 17:58:24.417610440","0"
"1212","5212","F","49","45000.0","50000.0","Approved","1","2020-01-06 18:37:49.676741918","0"
"1213","5213","F","64","35000.0","160000.0","Rejected","0","2020-01-06 19:17:14.935873396","1"
"1214","5214","M","31","30000.0","290000.0","Approved","0","2020-01-06 19:56:40.195004875","1"
"1215","5215","F","45","25000.0","160000.0","Approved","0","2020-01-06 20:36:05.454136353","1"
"1216","5216","M","39","85000.0","220000.0","Approved","1","2020-01-06 21:15:30.713267831","0"
"1217","5217","M","45","100000.0","230000.0","Approved","-1","2020-01-06 21:54:55.972399310","-1"
"1218","5218","F","33","60000.0","50000.0","Approved","0","2020-01-06 22:34:21.231530788","1"
"1219","5219","F","43","60000.0","120000.0","Rejected","1","2020-01-06 23:13:46.490662266","0"
"1220","5220","F","49","25000.0","290000.0","Rejected","1","2020-01-06 23:53:11.749793744","0"
"1221","5221","F","24","40000.0","180000.0","Approved","1","2020-01-07 00:32:37.008925223","0"
"1222","5222","F","54","50000.0","0.0","Rejected","1","2020-01-07 01:12:02.268056701","0"
"1223","5223","M","53","40000.0","280000.0","Rejected","1","2020-01-07 01:51:27.527188179","0"
"1224","5224","M","60","45000.0","120000.0","Approved","0","2020-01-07 02:30:52.786319658","1"
"1225","5225","M","40","85000.0","110000.0","pending","1","2020-01-07 03:10:18.045451136","0"
"1226","5226","M","23","50000.0","140000.0","Rejected","1","2020-01-07 03:49:43.304582614","0"
"1227","5227","unknown","41","110000.0","180000.0","Approved","1","2020-01-07 04:29:08.563714092","0"
"1228","5228","M","27","25000.0","280000.0","Rejected","1","2020-01-07 05:08:33.822845571","0"
"1229","5229","F","50","55000.0","170000.0","Rejected","0","2020-01-07 05:47:59.081977049","1"
"1230","5230","F","23","105000.0","250000.0","Approved","-1","2020-01-07 06:27:24.341108527","-1"
"1231","5231","F","37","80000.0","190000.0","Rejected","1","2020-01-07 07:06:49.600240006","0"
"1232","5232","F","24","95000.0","100000.0","Approved","0","2020-01-07 07:46:14.859371484","1"
"1233","5233","F","21","50000.0","150000.0","Rejected","0","2020-01-07 08:25:40.118502962","1"
"1234","5234","F","64","55000.0","150000.0","Rejected","1","2020-01-07 09:05:05.377634440","0"
"1235","5235","M","21","110000.0","0.0","Approved","1","2020-01-07 09:44:30.636765919","0"
"1236","5236","F","46","95000.0","190000.0","Approved","1","2020-01-07 10:23:55.895897397","0"
"1237","5237","M","31","55000.0","60000.0","Approved","1","2020-01-07 11:03:21.155028875","0"
"1238","5238","M","62","40000.0","190000.0","Rejected","1","2020-01-07 11:42:46.414160354","0"
"1239","5239","F","62","30000.0","190000.0","pending","0","2020-01-07 12:22:11.673291832","1"
"1240","5240","M","59","105000.0","170000.0","Rejected","0","2020-01-07 13:01:36.932423310","1"
"1241","5241","F","45","90000.0","130000.0","Approved","1","2020-01-07 13:41:02.191554788","0"
"1242","5242","F","24","80000.0","110000.0","Rejected","1","2020-01-07 14:20:27.450686267","0"
"1243","5243","F","25","100000.0","100000.0","Approved","1","2020-01-07 14:59:52.709817745","0"
"1244","5244","M","61","110000.0","70000.0","Approved","1","2020-01-07 15:39:17.968949223","0"
"1245","5245","M","60","95000.0","140000.0","Approved","1","2020-01-07 16:18:43.228080702","0"
"1246","5246","F","40","60000.0","230000.0","pending","1","2020-01-07 16:58:08.487212180","0"
"1247","5247","M","35","35000.0","190000.0","Approved","1","2020-01-07 17:37:33.746343658","0"
"1248","5248","unknown","50","90000.0","50000.0","Approved","1","2020-01-07 18:16:59.005475136","0"
"1249","5249","unknown","57","45000.0","260000.0","Approved","0","2020-01-07 18:56:24.264606615","1"
"1250","5250","F","54","100000.0","150000.0","Approved","1","2020-01-07 19:35:49.523738093","0"
"1251","5251","M","48","50000.0","230000.0","Approved","1","2020-01-07 20:15:14.782869571","0"
"1252","5252","M","31","35000.0","240000.0","Approved","0","2020-01-07 20:54:40.042001050","1"
"1253","5253","F","32","45000.0","170000.0","Approved","1","2020-01-07 21:34:05.301132528","0"
"1254","5254","M","53","45000.0","250000.0","Approved","0","2020-01-07 22:13:30.560264006","1"
"1255","5255","M","57","55000.0","200000.0","Rejected","1","2020-01-07 22:52:55.819395484","0"
"1256","5256","F","26","45000.0","250000.0","Rejected","1","2020-01-07 23:32:21.078526963","0"
"1257","5257","F","29","40000.0","220000.0","Approved","1","2020-01-08 00:11:46.337658441","0"
"1258","5258","F","51","60000.0","90000.0","Rejected","0","2020-01-08 00:51:11.596789919","1"
"1259","5259","F","38","105000.0","110000.0","Approved","1","2020-01-08 01:30:36.855921398","0"
"1260","5260","M","46","25000.0","150000.0","Approved","1","2020-01-08 02:10:02.115052876","0"
"1261","5261","F","48","50000.0","140000.0","Rejected","0","2020-01-08 02:49:27.374184354","1"
"1262","5262","unknown","56","75000.0","130000.0","Rejected","1","2020-01-08 03:28:52.633315832","0"
"1263","5263","M","57","110000.0","160000.0","Rejected","1","2020-01-08 04:08:17.892447311","0"
"1264","5264","F","33","45000.0","180000.0","Approved","1","2020-01-08 04:47:43.151578789","0"
"1265","5265","F","45","55000.0","280000.0","Rejected","1","2020-01-08 05:27:08.410710267","0"
"1266","5266","F","26","100000.0","120000.0","Rejected","1","2020-01-08 06:06:33.669841746","0"
"1267","5267","F","59","55000.0","60000.0","Rejected","0","2020-01-08 06:45:58.928973224","1"
"1268","5268","F","59","105000.0","130000.0","Rejected","0","2020-01-08 07:25:24.188104702","1"
"1269","5269","M","34","65000.0","230000.0","pending","1","2020-01-08 08:04:49.447236181","0"
"1270","5270","M","28","75000.0","140000.0","Approved","1","2020-01-08 08:44:14.706367659","0"
"1271","5271","F","24","75000.0","100000.0","Rejected","1","2020-01-08 09:23:39.965499137","0"
"1272","5272","F","47","30000.0","140000.0","Approved","1","2020-01-08 10:03:05.224630615","0"
"1273","5273","F","25","55000.0","230000.0","Approved","1","2020-01-08 10:42:30.483762094","0"
"1274","5274","F","51","40000.0","70000.0","Rejected","0","2020-01-08 11:21:55.742893572","1"
"1275","5275","F","51","90000.0","220000.0","Approved","1","2020-01-08 12:01:21.002025050","0"
"1276","5276","F","48","115000.0","80000.0","Approved","1","2020-01-08 12:40:46.261156529","0"
"1277","5277","F","60","40000.0","0.0","Approved","1","2020-01-08 13:20:11.520288007","0"
"1278","5278","F","38","25000.0","160000.0","Approved","1","2020-01-08 13:59:36.779419485","0"
"1279","5279","F","61","70000.0","150000.0","Rejected","0","2020-01-08 14:39:02.038550963","1"
"1280","5280","F","22","60000.0","200000.0","Rejected","1","2020-01-08 15:18:27.297682442","0"
"1281","5281","F","26","20000.0","80000.0","Rejected","0","2020-01-08 15:57:52.556813920","1"
"1282","5282","M","39","115000.0","130000.0","Approved","1","2020-01-08 16:37:17.815945398","0"
"1283","5283","M","47","115000.0","190000.0","Approved","0","2020-01-08 17:16:43.075076877","1"
"1284","5284","M","22","105000.0","60000.0","Approved","-1","2020-01-08 17:56:08.334208355","-1"
"1285","5285","F","46","45000.0","110000.0","Rejected","1","2020-01-08 18:35:33.593339833","0"
"1286","5286","M","34","30000.0","170000.0","Approved","0","2020-01-08 19:14:58.852471311","1"
"1287","5287","M","61","80000.0","220000.0","Rejected","0","2020-01-08 19:54:24.111602790","1"
"1288","5288","F","45","45000.0","130000.0","Rejected","1","2020-01-08 20:33:49.370734268","0"
"1289","5289","M","47","40000.0","210000.0","Rejected","1","2020-01-08 21:13:14.629865746","0"
"1290","5290","F","63","85000.0","110000.0","Rejected","1","2020-01-08 21:52:39.888997225","0"
"1291","5291","M","55","95000.0","160000.0","Rejected","1","2020-01-08 22:32:05.148128703","0"
"1292","5292","M","40","70000.0","150000.0","Approved","1","2020-01-08 23:11:30.407260181","0"
